Comentario_Procesado,Criterio,Polaridad
  encuentra  nombre  diagrama  orden   objetos mensajes  activaciones  ordenada,Diseño,0
  encuentran  interfaz cita   control cita  poder acceder   entidad cita,Objetos,-1
 procesos  realizados dentro   misma linea  tiempo haciendo   procesos  logren  cometido completamente,Línea de tiempo ,-1
falta enumeracion   mensajes,Mensajes,-1
 distribucion   objetos  adecuada   encuentra ordenado,Diseño,1
  identifican  controles  entidades involucradas   diagrama,Objetos,-1
 activacion   objetos  aplican correctamente   lapso  tiempo adecuado,Línea de tiempo ,1
 numeracion   correcta     mensajes  mensajes si indican funcionalidad  acuerdo   requerido,Mensajes,0
nombre  diagrama incorrecto   distribucion   elementos  diagrama  ordenada    hace facil  comprender,Diseño,0
  objetos   identifican   manera correcta,Objetos,1
 activacion  cada objeto  correcta   lapso  tiempo   corresponde,Línea de tiempo ,1
posee  enumeracion ordenada  mensajes  cualquier indole cumplen   funcionamiento correcto   funcionalidad  correcta,Mensajes,1
 distribucion   objetos   diagramas   correctos,Diseño,1
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion   correcta   lapso  tiempo,Línea de tiempo ,1
 numeracion    correcta,Mensajes,-1
 presenta  nombre  diagrama  distribucion   objetos  estan bien definidos   afecta   orden  ala comprension  mismo,Diseño,-1
  logra identificar   objetos requeridos   elementos involucrados debido   existe carencia   mismos,Objetos,-1
 cierto punto  activacion  cada    objetos  bien dentro    cabe   existe  mal representacion   objetos   activacion  general   lapso  tiempo   correcta,Línea de tiempo ,0
 numeracion   mensajes  presenta  manera ordenada  comunicacion  igual manera  plasmada  forma correcta   asincrona   sincronica  mensajes   parte muestran  funcionalidad  forma aceptable   plasmado   diagrama  obstante   requerimientos descritos,Mensajes,1
  nombre  diagrama   puede saber   caso  uso hace referencia  diagrama,Diseño,-1
 objetos  estan bien definidos   usan  figuras  cada      lado   parte  control   unido dos objetos   solo control     bien      usado  figuras correspondientes   caso   entidades    especificado   entidades    podria ser cualquier cosa   ende   identifican bien  ultimo  representan actores  objetos     adecuado,Objetos,-1
 activacion   objetos   bien ejecutada  realizan activaciones  necesitan control  pasar      lado  linea  tiempo hace referencia  objetos   estan representados   diagrama     siguen  lapso  tiempo  corresponde,Línea de tiempo ,-1
 numeracion   mensajes  ordenada segun  van ejecutando  comunicacion  activaciones  correcta   aplica comunicacion sincronica  forma adecuada  mensajes  confusos   hora  definir  funcionalidad  realizan    estan descritos   requerimientos,Mensajes,0
 existe  nombre  diagrama  distribucion  objetos    correcta,Diseño,-1
 objetos   identifican correctamente,Objetos,-1
 activacion  inadecuada,Línea de tiempo ,-1
 numeracion   mensajes  ordenada  comunicacion   correcta  mensajes  indican  funcionalidad planteada,Mensajes,-1
  especifica  nombre  diagrama  distribucion   objetos  correcta   activacion   ordenada   puede comprender,Diseño,0
  puede identificar  objetos correctamente    especifican mediante  respectivo icono,Objetos,-1
 activacion   ordenada  dificil comprender  fin  proceso,Línea de tiempo ,-1
 numeracion   mensajes   ordenada  comunicacion  medianamente correcta  mensajes indican funcionalidad correcta,Mensajes,0
 nombre  diagrama  adecuado  distribucion   objetos mensajes  activacion estan ordenadas,Diseño,1
 objetos involucrados  estan identificados correctamente exceptuando  actor,Objetos,-1
 activacion  cada objeto   correcta    casos,Línea de tiempo ,-1
 mensajes   numeracion  comunicacion sincronica  asincronica  incorrecta   casos  mensajes  indican  funcionalidad correcta   requerimientos,Mensajes,-1
 nombre  diagrama  adecuado faltan objetos   necesarios   mejor comprension  diagrama,Diseño,0
faltan objetos importantes llama  procesos   actores   estan   diagrama,Objetos,-1
 activacion   procesos  siempre  correcta  objetos retornan valores    corresponden,Línea de tiempo ,-1
 mensajes  poseen numeracion  comunicacion  siempre  correcta    procesos  necesitan retornar     hacen,Mensajes,-1
 nombre  diagrama  bastante adecuado  diagrama  distribucion  objetos  buena  permite entender facilmente  proceso realizado,Diseño,1
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   objetos  incorrecta  poder mostrar  proceso  debe  validar  traves  control    hace  inicio,Línea de tiempo ,-1
 posee numeracion  mensajes  comunicacion sincronica  asincronica  incorrectas   necesita obtener  datos   objeto solo  muestran  mensajes   interfaz    linea  actor,Mensajes,-1
 nombre  diagrama  indicado  distribucion   objetos  correcta,Diseño,1
 objetos interfaz control  entidad  estan definidos  forma correcta,Objetos,-1
 activacion   lapso  tiempo   objetos  definida  forma correcta,Línea de tiempo ,1
 cuenta   numeracion   mensajes cuenta  comunicacion sincronica  asincronica  mensajes indican  funcionalidad  forma correcta,Mensajes,1
 nombre  diagrama  adecuado    distribucion   objetos    correcta,Diseño,0
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 existe numeracion   mensajes,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos  inadecuada   permite   complicado  comprender,Diseño,0
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 existe  numeracion   mensajes  comunicacion sincronica correcta  mayoria   mensajes indican funcionalidad correcta   requerimientos descritos,Mensajes,0
 especifica  proceso gracias  nombre  diagrama buena distribucion,Diseño,1
 encuentran   objetos  intervendran dentro  proceso,Objetos,1
  objetos   activacion secuencial  decir  activa  despues  ,Línea de tiempo ,1
  encuentra enumerado  mensajes buen uso  comunicacion sincronica  asincronica,Mensajes,0
  nombre  diagrama mala distribucion   objetos,Diseño,-1
faltan objetos importantes   proceso,Objetos,-1
 activacion   linea  tiempo    adecuada,Línea de tiempo ,-1
  numeracion  mensajes  existe  mala comunicacion,Mensajes,-1
  nombre  diagrama  distribucion   objetos   clara,Diseño,-1
  identifican   objetos correctamente,Objetos,-1
 activacion   correcta   lapso  tiempo,Línea de tiempo ,-1
  numeracion  mensajes  mensajes    funcionalidad correcta,Mensajes,-1
 nombre  diagrama    adecuada   distribucion   objetos   control  facil  comprender,Diseño,0
  objetos poseen  estructura correcta,Objetos,1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 posee  enumeracion   mensajes   comunicacion   funcionalidad  correctos,Mensajes,0
 diagrama   nombre  objetos estan bien definidos facilitando  comprension  diagrama,Diseño,0
faltan objetos   requeridos   mejor funcionalidad  diagrama,Objetos,-1
 activacion   objetos   encuentra   correcta  piden objetos    encuentran   diagrama,Línea de tiempo ,-1
 mensajes  estan enumerados  comunicacion asincrona  incorrecta    utilizaron  linea correcta,Mensajes,-1
 nombre   funcion   especificado  distribucion   objetos  mensajes  correcta  diseno  legible,Diseño,0
 involucran correctamente  actores  objetos   interfaces,Objetos,1
 activaciones  claras  bien correspondientes   tareas,Línea de tiempo ,1
 funcionalidades  correctas   requerimientos  mensajes  estan enumerados,Mensajes,0
  nombre  diagrama  distribucion  correcta,Diseño,0
 objetos  identifican correctamente,Objetos,1
 activacion   objetos  correcta,Línea de tiempo ,1
  numeracion   mensajes  comunicacion  correcta  mensajes indican funcionalidad correcta,Mensajes,0
 diseno  inadecuada,Diseño,-1
  objetos estan  bien agregados  usan  ilustracion correcta,Objetos,1
 linea  tiempo   bien dividida,Línea de tiempo ,1
 numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos,Mensajes,1
 posee nombre  diagrama  secuencia  distribucion  desordenada  partir   entidad diagnostico,Diseño,-1
existen entidades  controles demas,Objetos,-1
posee  orden correcto  activacion trabajando  procesos separados  acaba ,Línea de tiempo ,1
  numerado ningun mensaje,Mensajes,-1
  especifica  nombre  proceso   diagrama  distribucion   objetos mensajes   activacion  ordenada ,Diseño,0
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 existe  numeracion   mensajes  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   mayoria   requerimientos descritos,Mensajes,0
 diseno  inadecuada,Diseño,-1
objetos detectados correctamente,Objetos,1
 activacion  cada  objeto   correcta   lapso  tiempo,Línea de tiempo ,-1
  muestran mensajes  salida  usuario,Mensajes,-1
  muestra  nombre  diagrama  distribucion  objetos  mensajes  ordenada,Diseño,0
  objetos involucrados  identifican,Objetos,1
cada objeto   correcta activacion   tiempo correspondiente,Línea de tiempo ,1
 existe  enumeracion   mensajes,Mensajes,-1
 nombre  diagrama  adecuado  facil  comprender  distribucion   componentes  correcta  funcional,Diseño,1
ausencia  objetos importantes   caso  estudio planteado,Objetos,-1
 objetos  activan  manera coherente  ordenada  manera   sentido  flujo   lleva,Línea de tiempo ,1
 mensajes  estan enumerados,Mensajes,-1
 nombre  diagrama  correcto  distribucion   objetos mensajes  activacion  ordenada,Diseño,1
  objetos  identifican correctamente,Objetos,1
 activacion  desactivacion  cada objeto  correcta,Línea de tiempo ,1
 mensajes contienen numeracion  comunicacion sincronica  asincronica  correcta  mensajes indican  funcionalidad correcta   requerimientos,Mensajes,1
 diagrama  secuencia   solo registrar diagnostico  asignar tratamiento nunca  especifico hacerlo  partes    existe  funcionamiento correcto  diagrama,Diseño,-1
  objetos  encuentran  bien especificados solo  existe  poca iteracion   objetos,Objetos,1
 linea  tiempo  cada    objetos   correcta   cumple     requiere,Línea de tiempo ,1
 mensajes indican  funcionalidad correcta   requerimientos descritos  numeracion   mensajes  correcta existe  comunicacion sincronica  asincronica,Mensajes,1
 nombre  diagrama  bien aunque  hecho  diagramas,Diseño,1
si  involucrado  actor  interfaz  control   entidad,Objetos,1
 lineas  tiempo   casos  estan bien,Línea de tiempo ,-1
  entienden  funcionalidades   comunicacion sincronica  asincronica estan   bien,Mensajes,-1
  puntos    dentro   apartado  correcto  decir    nombre  diagrama   objetos,Diseño,1
 usando correctamente  actor  control  entidad   sistema,Objetos,1
 usando correctamente  linea  tiempo  cada caso,Línea de tiempo ,1
 comunicaciones sincronicas  asincronicas estan bien     regreso   primera entidad  mostrar  mensaje final  llega  usuario   invoco,Mensajes,0
 nombre  diagrama  adecuado  distribucion  objetos  mensajes   adecuada,Diseño,1
  objetos involucrados  muestran correctamente,Objetos,1
 activacion  cada  objeto   correcta   lapso  tiempo,Línea de tiempo ,-1
 cuenta   numeracion  comunicacion sincronica  correcta  mensajes indican  funcionalidad correcta,Mensajes,0
 nombre  diagrama  correcto  tambien  encuentran correctamente distribuidos  objetos,Diseño,1
presenta correctamente  tres objetos   interfaz control  entidad,Objetos,1
 activacion   lapso  tiempo  usa cada objeto  correctos,Línea de tiempo ,1
 comunicacion    correcta deberia regresar   primera parte   entidad,Mensajes,-1
 contiene nombre  diagrama  distribucion   objetos   desorden   hace   bastante dificil  leer,Diseño,-1
 existe  interfaz  cita   objetos existentes  estan bien identificados,Objetos,-1
 activacion  cada    lineas  tiempo  correcta  activan   empiezan  utilizar   desactivan  deja  utilizarse,Línea de tiempo ,1
 numeracion   mensajes  correcta  comunicacion sincronica  asincronica  correcta  mensajes indican  correcta funcionalidad   requerimientos,Mensajes,1
 contiene nombre  diagrama,Diseño,-1
 objetos  identifican correctamente,Objetos,1
existe  corte   lapso  tiempo   deberia cortarse,Línea de tiempo ,-1
 numeracion   mensajes  correcta  comunicacion sincronica  correcta,Mensajes,1
 contiene nombre  diagrama objetos desordenados  dificil  entender,Diseño,-1
estan  objetos  desordenados,Objetos,0
 activacion   lapso  tiempo  usa cada objeto  correctos,Línea de tiempo ,1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
 diseno  inadecuada,Diseño,-1
objetos detectados correctamente,Objetos,1
linea  tiempo erronea,Línea de tiempo ,-1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
 cuenta   nombre  diagrama  distribucion   correcta      secuencia debida,Diseño,-1
  objetos  involucran  forma correcta,Objetos,1
todas  activaciones  realizan   debido,Línea de tiempo ,1
 numeracion   mensajes  encuentra ordenada cuenta   comunicacion sincronica  forma correcta,Mensajes,1
  nombre  diagrama  secuencia,Diseño,-1
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   lapso  tiempo  usa cada objeto  correctos,Línea de tiempo ,1
 existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados,Mensajes,0
 nombre  diagrama   adecuado,Diseño,1
  objetos  identifican correctamente,Objetos,1
 activacion   objetos  correcta,Línea de tiempo ,1
 enumeracion   mensajes  ordenada,Mensajes,1
efectivamente  nombre  diagrama   adecuado otorgado   docente  organizacion   objetos  precisos  mensajes   activacion  apropiada  acuerdo   requerimientos establecidos  ejercicio,Diseño,1
 representan   objetos adecuadamente   actor interfaz control entidad   estan involucrados   identifican apropiadamente aunque pienso  debio jugar  actor paciente    mas entendible  diagrama,Objetos,0
 acuerdo   activacion   objetos   lapso  tiempo realmente   si encuentre bien  separo  diagramaalternativa  existen pacientes  vez  hacerlo corrido   perder  linea  tiempo   hace    entendible,Línea de tiempo ,-1
asi mismo   numeracion   mensajes  encuentra confuso   perdio  linea  tiempo   sigue  orden referente   comunicacion  adecuada si  encuentra logica  mensajes si indican aceptables  acuerdo   requerimientos  ejercicio    caso si existiera  plantilla   verifica  flujo normal  alterno,Mensajes,0
 nombre  diagrama   correcto ademas consta   objetos mensajes   activacion  ordenada    facilita   claro  comprender,Diseño,1
 objetos   denotan   diagrama  secuencia  identifican correctamente tales    actor interfaz control  entidad cumplen     requiere,Objetos,1
 diagrama  secuencia cuenta  cada    objetos   quiere decir    lapso  tiempo cumple    corresponde,Línea de tiempo ,1
 numeracion   mensajes  ordenada   existe  comunicacion correcta   mensajes   indican funcionalidad correcta   requerimientos descritos,Mensajes,1
 nombre  diagrama   adecuado  distribucion   objetos  ordenada     facil  entender,Diseño,1
faltan objetos necesarios   mejor funcionalidad,Objetos,-1
 activacion d  objetos     correcta   hace referencia   objetos    encuentran   diagrama,Línea de tiempo ,-1
 mensajes estan enumerados  ordenados  comunicacion  siempre  correcta,Mensajes,0
 presenta nombre  proceso  distribucion   objetos   presentan  siguen  secuencia logica debido   hacen falta  objetos,Diseño,-1
 objetos involucrados   identifican correctamente debido    estan   objetos necesarios,Objetos,-1
basados   objetos  presentaron muestran  idea logica    activaria cada proceso  embargo   tener   objetos  activaciones   dan  deberian darse,Línea de tiempo ,-1
 numeracion  ordenada  mensajes presentan  funcionalidad correcta   mensajes   terminan  deberian,Mensajes,0
 diseno  inadecuada,Diseño,-1
objetos detectados correctamente,Objetos,1
 activacion  inadecuada,Línea de tiempo ,-1
 numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos,Mensajes,0
 nombre usado   diagrama   adecuado   funcionalidad   especifica  distribucion   objetos  carente  numeracion  objetos estan mal modelados   mensajes   bien visibles  lineas  alternativa hacen confusa  interpretacion  documento,Diseño,-1
faltan entidades   solo aparece  entidad historial  consecuente faltan  respectivos controles  puedan tener  toma  control  interfaz  medico  lugar  objeto  hace referencia  interfaz,Objetos,-1
 activaciones   objetos  falta  retornos  interfaz medico   actor,Línea de tiempo ,-1
 numeracion  confusa    confunden   alternativas pues  numero repetidos  comunicacion sincrona  correcta  mensajes describen  correcta funcionalidad   requerimientos,Mensajes,0
 diagrama    nombre especifico,Diseño,-1
  objetos  pueden observar  manera clara,Objetos,1
 activacion  inadecuada,Línea de tiempo ,-1
 funcionalidad  sentido  coherencia,Mensajes,1
 diagrama   nombre  distribucion   objetos mensaje   activacion  adecuada,Diseño,0
  objetos actor interfaz control entidad involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 numeracion   mensajes   adecuada  embargo cometio  error   comunicacion   correcta  mensajes  funcionalidad   correctos,Mensajes,0
 establecio  nombre  proceso   hace referencia  diagrama  distribucion   objetos  adecuada aunque    correcta activacion   hora  realizar  diferentes funciones,Diseño,-1
 objetos   identifican correctamente   hace falta  uso  varios    completar  proceso  manera correcta,Objetos,-1
  realiza bien  activacion   falta  objetos   realizacion   lapso  tiempo correspondiente,Línea de tiempo ,-1
 numeracion  ordenada  comunicacion  bien aunque    correcta  hacen faltan controles  poder realizarlas,Mensajes,0
 nombre  diagrama    adecuado   misma forma  distribucion   mensajes    contienen   estan adecuadas  ejemplo message_  message_   sentido alguno,Diseño,-1
 existe  interfaz   control  solo   actor  objeto  tal,Objetos,-1
  comunicacion  cada    secuencias  basicamente   bien aplicado  diagrama  general,Línea de tiempo ,-1
 mensajes   muestran si indican funcionalidad     sentido  ejemplo devolver tratamiento   comunicacion  mensajes   correcta,Mensajes,0
  correcto  nombre   diagrama,Diseño,-1
  diagrama  secuencia   involucrado  objeto   interfaz  control,Objetos,-1
  lineas  tiempo     nombre correcto solo   nombre  aparece  defecto   programa   hizo  diagrama   ejemplo message_  message_  lapso  tiempo tampoco  bien,Línea de tiempo ,-1
  entienden  funcionalidades   comunicacion sincronica  asincronica estan   bien,Mensajes,-1
 nombre  diagrama  correcto  distribucion   objetos  presenta  igual   mensajes   activacion  ordenado,Diseño,1
 coloca   objetos necesarios simplemente muestra  general  cada elemento hecho    correcto,Objetos,-1
 activacion  presenta   objetos empleados  correcta  embargo   cuentan    objetos   puede analizar    correcto,Línea de tiempo ,0
 presenta numeracion  comunicacion   correcta  funcionalidad   puede analizar    hace falta objetos,Mensajes,-1
 nombre  diagrama   indicado,Diseño,1
  objetos  identifican correctamente,Objetos,1
contiene  correcta activacion   linea  tiempo,Línea de tiempo ,1
 enumeracion   mensajes  ordenada,Mensajes,1
si cuenta   nombre  diagrama  secuencia,Diseño,1
  objeto interfaz  control,Objetos,-1
 actor    linea  tiempo   actor interactua directamente   objetos,Línea de tiempo ,-1
 numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos,Mensajes,0
 diagrama contiene nombre  describe    va  modelar  distribucion  objetos  confusa asi mismo pasa   mensajes mantiene  orden adecuado   puede llegar  entender,Diseño,0
 diagrama solo contiene actor  entidades   ningun control  interfaz involucrado  si       especificado       puede identificar correctamente,Objetos,-1
 activacion   objetos  adecuada  linea  activacion  incompleta,Línea de tiempo ,0
  numeracion   mensajes    orden especifico tan solo   navegacion hacia abajo  aplica comunicacion sincrona correctamente  mensajes indican funcionalidad   bastante confusos,Mensajes,-1
 nombre  diagrama   adecuado,Diseño,1
  objetos  identifican correctamente,Objetos,1
 activacion   objetos  correcta,Línea de tiempo ,1
 enumeracion   mensajes  ordenada,Mensajes,1
existe  nombre  diagrama  existe distribucion   objetos interfaces  entidades involucradas,Diseño,-1
falta interfaz   interaccion   objetos   entidad falta control   diagrama contiene  objetos involucrados   caso  uso,Objetos,-1
 linea  tiempo  legible  activacion sigue  secuencia logica,Línea de tiempo ,1
falta enumerar  mensajes  comunicacion  aplicada correctamente,Mensajes,0
si  especifica  nombre  diagrama  distribucion   objetos  correcta   activacion   ordenada   puede comprender,Diseño,0
  puede identificar  objetos correctamente    especifican mediante  respectivo icono,Objetos,-1
 activacion   ordenada  dificil comprender  fin  proceso,Línea de tiempo ,-1
 mensajes  estan enumerados  comunicacion  totalmente incorrecta  mensajes  indican  buena funcionalidad,Mensajes,-1
 coloco  nombre  diagrama  distribucion   objetos separo diagnostico  tratamiento  vez  hacer  solo  mensajes  entendibles   activacion si  ordenada    identificable  simple vista,Diseño,0
 representan   objetos correctamente   actor interfaz   control  entidad,Objetos,1
referente   lapso  tiempo  cada objeto cumplen  activacion  momento  llamar  cada   entendible  simple vista,Línea de tiempo ,1
 determina  numeracion  cada linea  tiempo  verifica  orden  encuentra  comunicacion sincronica correcta  mensajes   linea     identifican repetidos     parece correcto,Mensajes,0
 diagrama   nombre  distribucion   objetos mensajes  activacion   adecuada,Diseño,-1
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion   objetos  correcta   lapso  tiempo,Línea de tiempo ,1
 numeracion  ordenada  funcionalidad  adecuada,Mensajes,1
 existe  nombre  diagrama  si cuenta   distribucion   objetos mensajes   activacion  ordenada   permite   claro  comprender,Diseño,0
 diagrama cuenta    objetos actor interfaz control entidad involucrados  identifican correctamente  existen  objetos   dificulta entender,Objetos,0
 activacion  inadecuada,Línea de tiempo ,-1
 numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos,Mensajes,0
 nombre  diagrama    adecuada   distribucion   objetos  facil  entender,Diseño,0
 objetos identificados   especifican correctamente,Objetos,-1
 activacion  cada    objetos  correcta   lapso  tiempo  corresponde,Línea de tiempo ,1
 enumeracion   mensajes  correcta   funcionalidad   comunicacion   bien estructuradas,Mensajes,0
 diagrama   nombre buena distribucion  objetos  mensajes,Diseño,0
   objetos estan involucrados  objetos  interfaces  controles  estan demas,Objetos,-1
 linea  tiempo  correcta existe estructura   llamadas,Línea de tiempo ,1
 existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados,Mensajes,0
 cuenta   nombre especifico  diagrama   dificulta  comprension  mensajes  activacion estan incorrectos  dificultan  entendimiento   secuencia propuesta,Diseño,-1
 actor  correcto   resto  objetos  pueden identificar  manera correcta aunque  interaccion    confusa,Objetos,0
 activacion   lapso  tiempo  usa cada objeto  correctos,Línea de tiempo ,1
 mensajes  igual   diseno  encuentran confusos  dificultan  comprension debido    procesos estan detallados  interacciones   concuerdan   requerimientos   diagrama  casos  uso,Mensajes,-1
  nombre  diagrama  secuencia  distribucion   correcta,Diseño,0
  objetos  identifican correctamente,Objetos,1
 activacion  inadecuada,Línea de tiempo ,-1
 numeracion   mensajes   correcta  comunicacion   correcta faltan  funcionalidades,Mensajes,0
 contiene nombre  diagrama  distribucion   objetos  comprende claramente,Diseño,0
  objetos  identifican  claridad,Objetos,1
 activacion  cada    objetos  correcta   tiempo  activacion adecuado,Línea de tiempo ,1
 numeracion   mensajes  correcta  comunicacion sincronica  correcta  funcionalidad mostrada   adecuada,Mensajes,1
 diagrama  secuencia    nombre especifico  controles  hace  manera desordenada  existen respuestas   controles  agregan secuencias  cosas  supone debe hacer  medico  forma explicita,Diseño,-1
 objetos  faciles  identificar  existen  controles  interfaces  hace   dificil entender  diagrama,Objetos,0
 activacion  cada  objeto   correcta   lapso  tiempo,Línea de tiempo ,-1
 uso   mensajes  hace unicamente   parte final mostrando  diagnostico primeramente emitido   final muestra   tratamiento,Mensajes,0
 diseno  inadecuada,Diseño,-1
  objetos  identifican correctamente,Objetos,1
 activacion  inadecuada,Línea de tiempo ,-1
 numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos,Mensajes,0
 diseno  inadecuada,Diseño,-1
  objetos  identifican correctamente,Objetos,1
revisar  lineas  tiempo     control  entidad  mantiene   misma linea  tiempo haciendo ,Línea de tiempo ,0
 numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos,Mensajes,1
 diagrama   nombre  distribucion  objetos  bien hecha   ordenada,Diseño,0
  bien definido  actor  interfaz  funciones   demasiados objetos  pudieron tener menos  cumplir  misma funcion,Objetos,0
cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo,Línea de tiempo ,1
  numeracion  comunicacion  sincronica  asincronica estan bien estan ejecutadas correctamente  mensajes definen bien  funcionalidades,Mensajes,1
  entiende   proceso pertenece  hace renombrar  nombres,Diseño,-1
     objetos  interactuan   buena distribucion,Objetos,1
 activacion   lapso  tiempo  usa cada objeto  correctos,Línea de tiempo ,1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
 diagrama  nombre  distribucion  objetos  bien hecha   ordenada,Diseño,1
  bien definido  actor  interfaz  funciones,Objetos,1
cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo,Línea de tiempo ,1
  numeracion  comunicacion  sincronica  asincronica estan bien estan ejecutadas correctamente  mensajes definen bien  funcionalidades,Mensajes,1
 diagrama   nombre  distribucion  objetos  bien hecha   ordenada,Diseño,0
  bien definido  actor  interfaz  funciones,Objetos,1
cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo,Línea de tiempo ,1
  numeracion  comunicacion  sincronica  asincronica estan parcialmente correcta  mensajes definen bien  funcionalidades,Mensajes,0
 distribucion  ciertos objetos  mensajes   ordenado,Diseño,-1
 objetos  presentan   manera adecuada,Objetos,1
ciertas activaciones   correctas   lapso  tiempo presentado,Línea de tiempo ,-1
 enumeracion   mensajes  ordenada  comunicacion sincronica  asincronica  medianamente correcta  mensajes   registras reserva   control indican poca funcionalidad,Mensajes,0
 presenta nombre  diagrama  distribucion   objetos   activacion  medianamente adecuada,Diseño,0
 objetos encontrados  identifican correctamente faltan objetos  demuestren funcionalidad,Objetos,0
 activacion   objetos  semi funcional  activacion   correcta   objetos   lapso  tiempo,Línea de tiempo ,-1
 numeracion   mensajes  ordenada  comunicacion   correcta  mensajes  indican  funcionalidad adecuada    retorno  mensajes adecuado   objetos,Mensajes,-1
 observa  diseno  si bien  claro   expresado dentro  diagrama    quiere expresar,Diseño,-1
 especifica  actor  realiza  accion   caso asi   entidad  control,Objetos,-1
 activacion   linea  tiempo   correcta    bien representada,Línea de tiempo ,-1
 comunicacion   caso  ve afectada  distorsionada debido   representacion incorrecta   linea  tiempo,Mensajes,-1
 nombre  diagrama   adecuado    escogido  proceso correcto  distribucion   objetos  confusa   toma dos controles   podria utilizar  solo  alargar  diagrama  activacion  confusa    muestra  orden  especifico,Diseño,0
 actor  colocado correctamente  existen dos interfaz  control   vuelve  sistema   complicado  comprender  existe mas   entidad     estan involucrados correctamente,Objetos,-1
 activacion  correcta   tiempo adecuado,Línea de tiempo ,1
  numeracion   mensajes  comunicacion llega   final    casos  muestran  usuario     haciendo  funcionalidad  falta  puntos,Mensajes,-1
 nombre  diagrama  correcto   utiliza bien  herramienta       entiende  suficiente,Diseño,0
 adecuado  cumple   objetivo   registrar reserva   define prioridad,Objetos,0
 lineas  tiempo  adecuadas  modelo  sistema   pesimo diseno  deja  claro  funciones  procesos empiezan primero    siguen,Línea de tiempo ,0
 mensajes  bastante adecuados    realizar  funciones  procesos cada etapa  notificadas,Mensajes,1
 nombre  diagrama  correcto pues muestra  accion   quiere representar   distribucion   carriles  encuentra correcta,Diseño,1
 objetos  encuentran correctamente relacionados  si,Objetos,1
 activacion  cada     objetos    forma correcta   lapso  tiempo establecido dificultando  entendimiento   procesos,Línea de tiempo ,-1
 contienen numeracion  mensajes  mensajes  expresan  funcionalidad descrita   requerimientos,Mensajes,-1
 nombre  diagrama   adecuado,Diseño,1
  objetos  identifican correctamente,Objetos,1
 activacion   objetos  correcta,Línea de tiempo ,1
 numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos,Mensajes,1
 nombre  diagrama  adecuado  facil  comprender  distribucion   componentes  correcta  funcional,Diseño,1
 objetos  identifican adecuadamente,Objetos,1
ciertas lineas  tiempo estan incorrectas,Línea de tiempo ,-1
 numeracion  correcta   mensajes sincronico  asincronico estan correctos,Mensajes,1
 diagrama  secuencia    nombre  demas  encuentra correcto,Diseño,0
actor interfaz control  objetos estan identificados correctamente,Objetos,1
 linea  tiempo  acciones  correcta,Línea de tiempo ,1
   numeracion correcta,Mensajes,-1
  nombre  diagrama mala distribucion   objetos,Diseño,-1
faltan objetos  comprender  uso   mensajes asignados,Objetos,-1
 activacion  cada  objeto   correcta   lapso  tiempo,Línea de tiempo ,-1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
 diseno  inadecuada,Diseño,-1
faltan objetos  control   entidad,Objetos,-1
