"Texto_Completo","Polaridad"
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  numeracion   mensajes  ordenada  comunicacion   correcta  mensajes  indican  funcionalidad planteada",-1
"Diseño:   especifica  nombre  diagrama  distribucion   objetos  correcta   activacion   ordenada   puede comprender",0
"Objetos:   puede identificar  objetos correctamente    especifican mediante  respectivo icono",-1
"Línea de tiempo :  activacion   ordenada  dificil comprender  fin  proceso",-1
"Mensajes:  numeracion   mensajes   ordenada  comunicacion  medianamente correcta  mensajes indican funcionalidad correcta",0
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes  activacion estan ordenadas",1
"Objetos:  objetos involucrados  estan identificados correctamente exceptuando  actor",-1
"Línea de tiempo :  activacion  cada objeto   correcta    casos",-1
"Mensajes:  mensajes   numeracion  comunicacion sincronica  asincronica  incorrecta   casos  mensajes  indican  funcionalidad correcta   requerimientos",-1
"Diseño:  nombre  diagrama  adecuado faltan objetos   necesarios   mejor comprension  diagrama",0
"Objetos: faltan objetos importantes llama  procesos   actores   estan   diagrama",-1
"Línea de tiempo :  activacion   procesos  siempre  correcta  objetos retornan valores    corresponden",-1
"Mensajes:  mensajes  poseen numeracion  comunicacion  siempre  correcta    procesos  necesitan retornar     hacen",-1
"Diseño:  nombre  diagrama  bastante adecuado  diagrama  distribucion  objetos  buena  permite entender facilmente  proceso realizado",1
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   objetos  incorrecta  poder mostrar  proceso  debe  validar  traves  control    hace  inicio",-1
"Mensajes:  posee numeracion  mensajes  comunicacion sincronica  asincronica  incorrectas   necesita obtener  datos   objeto solo  muestran  mensajes   interfaz    linea  actor",-1
"Diseño:  nombre  diagrama  indicado  distribucion   objetos  correcta",1
"Objetos:  objetos interfaz control  entidad  estan definidos  forma correcta",-1
"Línea de tiempo :  activacion   lapso  tiempo   objetos  definida  forma correcta",1
"Mensajes:  cuenta   numeracion   mensajes cuenta  comunicacion sincronica  asincronica  mensajes indican  funcionalidad  forma correcta",1
"Diseño:  nombre  diagrama  adecuado    distribucion   objetos    correcta",0
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  existe numeracion   mensajes",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos  inadecuada   permite   complicado  comprender",0
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  existe  numeracion   mensajes  comunicacion sincronica correcta  mayoria   mensajes indican funcionalidad correcta   requerimientos descritos",0
"Diseño:  especifica  proceso gracias  nombre  diagrama buena distribucion",1
"Objetos:  encuentran   objetos  intervendran dentro  proceso",1
"Línea de tiempo :   objetos   activacion secuencial  decir  activa  despues  ",1
"Mensajes:   encuentra enumerado  mensajes buen uso  comunicacion sincronica  asincronica",0
"Diseño:   nombre  diagrama mala distribucion   objetos",-1
"Objetos: faltan objetos importantes   proceso",-1
"Línea de tiempo :  activacion   linea  tiempo    adecuada",-1
"Mensajes:   numeracion  mensajes  existe  mala comunicacion",-1
"Diseño:   nombre  diagrama  distribucion   objetos   clara",-1
"Objetos:   identifican   objetos correctamente",-1
"Línea de tiempo :  activacion   correcta   lapso  tiempo",-1
"Mensajes:   numeracion  mensajes  mensajes    funcionalidad correcta",-1
"Diseño:  nombre  diagrama    adecuada   distribucion   objetos   control  facil  comprender",0
"Objetos:   objetos poseen  estructura correcta",1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  posee  enumeracion   mensajes   comunicacion   funcionalidad  correctos",0
"Diseño:  diagrama   nombre  objetos estan bien definidos facilitando  comprension  diagrama",0
"Objetos: faltan objetos   requeridos   mejor funcionalidad  diagrama",-1
"Línea de tiempo :  activacion   objetos   encuentra   correcta  piden objetos    encuentran   diagrama",-1
"Mensajes:  mensajes  estan enumerados  comunicacion asincrona  incorrecta    utilizaron  linea correcta",-1
"Diseño:  nombre   funcion   especificado  distribucion   objetos  mensajes  correcta  diseno  legible",0
"Objetos:  involucran correctamente  actores  objetos   interfaces",1
"Línea de tiempo :  activaciones  claras  bien correspondientes   tareas",1
"Mensajes:  funcionalidades  correctas   requerimientos  mensajes  estan enumerados",0
"Diseño:   nombre  diagrama  distribucion  correcta",0
"Objetos:  objetos  identifican correctamente",1
"Línea de tiempo :  activacion   objetos  correcta",1
"Mensajes:   numeracion   mensajes  comunicacion  correcta  mensajes indican funcionalidad correcta",0
"Diseño:  diseno  inadecuada",-1
"Objetos:   objetos estan  bien agregados  usan  ilustracion correcta",1
"Línea de tiempo :  linea  tiempo   bien dividida",1
"Mensajes:  numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos",1
"Diseño:  posee nombre  diagrama  secuencia  distribucion  desordenada  partir   entidad diagnostico",-1
"Objetos: existen entidades  controles demas",-1
"Línea de tiempo : posee  orden correcto  activacion trabajando  procesos separados  acaba ",1
"Mensajes:   numerado ningun mensaje",-1
"Diseño:   especifica  nombre  proceso   diagrama  distribucion   objetos mensajes   activacion  ordenada ",0
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  existe  numeracion   mensajes  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   mayoria   requerimientos descritos",0
"Diseño:  diseno  inadecuada",-1
"Objetos: objetos detectados correctamente",1
"Línea de tiempo :  activacion  cada  objeto   correcta   lapso  tiempo",-1
"Mensajes:   muestran mensajes  salida  usuario",-1
"Diseño:   muestra  nombre  diagrama  distribucion  objetos  mensajes  ordenada",0
"Objetos:   objetos involucrados  identifican",1
"Línea de tiempo : cada objeto   correcta activacion   tiempo correspondiente",1
"Mensajes:  existe  enumeracion   mensajes",-1
"Diseño:  nombre  diagrama  adecuado  facil  comprender  distribucion   componentes  correcta  funcional",1
"Objetos: ausencia  objetos importantes   caso  estudio planteado",-1
"Línea de tiempo :  objetos  activan  manera coherente  ordenada  manera   sentido  flujo   lleva",1
"Mensajes:  mensajes  estan enumerados",-1
"Diseño:  nombre  diagrama  correcto  distribucion   objetos mensajes  activacion  ordenada",1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion  desactivacion  cada objeto  correcta",1
"Mensajes:  mensajes contienen numeracion  comunicacion sincronica  asincronica  correcta  mensajes indican  funcionalidad correcta   requerimientos",1
"Diseño:  diagrama  secuencia   solo registrar diagnostico  asignar tratamiento nunca  especifico hacerlo  partes    existe  funcionamiento correcto  diagrama",-1
"Objetos:   objetos  encuentran  bien especificados solo  existe  poca iteracion   objetos",1
"Línea de tiempo :  linea  tiempo  cada    objetos   correcta   cumple     requiere",1
"Mensajes:  mensajes indican  funcionalidad correcta   requerimientos descritos  numeracion   mensajes  correcta existe  comunicacion sincronica  asincronica",1
"Diseño:  nombre  diagrama  bien aunque  hecho  diagramas",1
"Objetos: si  involucrado  actor  interfaz  control   entidad",1
"Línea de tiempo :  lineas  tiempo   casos  estan bien",-1
"Mensajes:   entienden  funcionalidades   comunicacion sincronica  asincronica estan   bien",-1
"Diseño:   puntos    dentro   apartado  correcto  decir    nombre  diagrama   objetos",1
"Objetos:  usando correctamente  actor  control  entidad   sistema",1
"Línea de tiempo :  usando correctamente  linea  tiempo  cada caso",1
"Mensajes:  comunicaciones sincronicas  asincronicas estan bien     regreso   primera entidad  mostrar  mensaje final  llega  usuario   invoco",0
"Diseño:  nombre  diagrama  adecuado  distribucion  objetos  mensajes   adecuada",1
"Objetos:   objetos involucrados  muestran correctamente",1
"Línea de tiempo :  activacion  cada  objeto   correcta   lapso  tiempo",-1
"Mensajes:  cuenta   numeracion  comunicacion sincronica  correcta  mensajes indican  funcionalidad correcta",0
"Diseño:  nombre  diagrama  correcto  tambien  encuentran correctamente distribuidos  objetos",1
"Objetos: presenta correctamente  tres objetos   interfaz control  entidad",1
"Línea de tiempo :  activacion   lapso  tiempo  usa cada objeto  correctos",1
"Mensajes:  comunicacion    correcta deberia regresar   primera parte   entidad",-1
"Diseño:  contiene nombre  diagrama  distribucion   objetos   desorden   hace   bastante dificil  leer",-1
"Objetos:  existe  interfaz  cita   objetos existentes  estan bien identificados",-1
"Línea de tiempo :  activacion  cada    lineas  tiempo  correcta  activan   empiezan  utilizar   desactivan  deja  utilizarse",1
"Mensajes:  numeracion   mensajes  correcta  comunicacion sincronica  asincronica  correcta  mensajes indican  correcta funcionalidad   requerimientos",1
"Diseño:  contiene nombre  diagrama",-1
"Objetos:  objetos  identifican correctamente",1
"Línea de tiempo : existe  corte   lapso  tiempo   deberia cortarse",-1
"Mensajes:  numeracion   mensajes  correcta  comunicacion sincronica  correcta",1
"Diseño:  contiene nombre  diagrama objetos desordenados  dificil  entender",-1
"Objetos: estan  objetos  desordenados",0
"Línea de tiempo :  activacion   lapso  tiempo  usa cada objeto  correctos",1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño:  diseno  inadecuada",-1
"Objetos: objetos detectados correctamente",1
"Línea de tiempo : linea  tiempo erronea",-1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño:  cuenta   nombre  diagrama  distribucion   correcta      secuencia debida",-1
"Objetos:   objetos  involucran  forma correcta",1
"Línea de tiempo : todas  activaciones  realizan   debido",1
"Mensajes:  numeracion   mensajes  encuentra ordenada cuenta   comunicacion sincronica  forma correcta",1
"Diseño:   nombre  diagrama  secuencia",-1
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   lapso  tiempo  usa cada objeto  correctos",1
"Mensajes:  existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados",0
"Diseño:  nombre  diagrama   adecuado",1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion   objetos  correcta",1
"Mensajes:  enumeracion   mensajes  ordenada",1
"Diseño: efectivamente  nombre  diagrama   adecuado otorgado   docente  organizacion   objetos  precisos  mensajes   activacion  apropiada  acuerdo   requerimientos establecidos  ejercicio",1
"Objetos:  representan   objetos adecuadamente   actor interfaz control entidad   estan involucrados   identifican apropiadamente aunque pienso  debio jugar  actor paciente    mas entendible  diagrama",0
"Línea de tiempo :  acuerdo   activacion   objetos   lapso  tiempo realmente   si encuentre bien  separo  diagramaalternativa  existen pacientes  vez  hacerlo corrido   perder  linea  tiempo   hace    entendible",-1
"Mensajes: asi mismo   numeracion   mensajes  encuentra confuso   perdio  linea  tiempo   sigue  orden referente   comunicacion  adecuada si  encuentra logica  mensajes si indican aceptables  acuerdo   requerimientos  ejercicio    caso si existiera  plantilla   verifica  flujo normal  alterno",0
"Diseño:  nombre  diagrama   correcto ademas consta   objetos mensajes   activacion  ordenada    facilita   claro  comprender",1
"Objetos:  objetos   denotan   diagrama  secuencia  identifican correctamente tales    actor interfaz control  entidad cumplen     requiere",1
"Línea de tiempo :  diagrama  secuencia cuenta  cada    objetos   quiere decir    lapso  tiempo cumple    corresponde",1
"Mensajes:  numeracion   mensajes  ordenada   existe  comunicacion correcta   mensajes   indican funcionalidad correcta   requerimientos descritos",1
"Diseño:  nombre  diagrama   adecuado  distribucion   objetos  ordenada     facil  entender",1
"Objetos: faltan objetos necesarios   mejor funcionalidad",-1
"Línea de tiempo :  activacion d  objetos     correcta   hace referencia   objetos    encuentran   diagrama",-1
"Mensajes:  mensajes estan enumerados  ordenados  comunicacion  siempre  correcta",0
"Diseño:  presenta nombre  proceso  distribucion   objetos   presentan  siguen  secuencia logica debido   hacen falta  objetos",-1
"Objetos:  objetos involucrados   identifican correctamente debido    estan   objetos necesarios",-1
"Línea de tiempo : basados   objetos  presentaron muestran  idea logica    activaria cada proceso  embargo   tener   objetos  activaciones   dan  deberian darse",-1
"Mensajes:  numeracion  ordenada  mensajes presentan  funcionalidad correcta   mensajes   terminan  deberian",0
"Diseño:  diseno  inadecuada",-1
"Objetos: objetos detectados correctamente",1
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos",0
"Diseño:  nombre usado   diagrama   adecuado   funcionalidad   especifica  distribucion   objetos  carente  numeracion  objetos estan mal modelados   mensajes   bien visibles  lineas  alternativa hacen confusa  interpretacion  documento",-1
"Objetos: faltan entidades   solo aparece  entidad historial  consecuente faltan  respectivos controles  puedan tener  toma  control  interfaz  medico  lugar  objeto  hace referencia  interfaz",-1
"Línea de tiempo :  activaciones   objetos  falta  retornos  interfaz medico   actor",-1
"Mensajes:  numeracion  confusa    confunden   alternativas pues  numero repetidos  comunicacion sincrona  correcta  mensajes describen  correcta funcionalidad   requerimientos",0
"Diseño:  diagrama    nombre especifico",-1
"Objetos:   objetos  pueden observar  manera clara",1
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  funcionalidad  sentido  coherencia",1
"Diseño:  diagrama   nombre  distribucion   objetos mensaje   activacion  adecuada",0
"Objetos:   objetos actor interfaz control entidad involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  numeracion   mensajes   adecuada  embargo cometio  error   comunicacion   correcta  mensajes  funcionalidad   correctos",0
"Diseño:  establecio  nombre  proceso   hace referencia  diagrama  distribucion   objetos  adecuada aunque    correcta activacion   hora  realizar  diferentes funciones",-1
"Objetos:  objetos   identifican correctamente   hace falta  uso  varios    completar  proceso  manera correcta",-1
"Línea de tiempo :   realiza bien  activacion   falta  objetos   realizacion   lapso  tiempo correspondiente",-1
"Mensajes:  numeracion  ordenada  comunicacion  bien aunque    correcta  hacen faltan controles  poder realizarlas",0
"Diseño:  nombre  diagrama    adecuado   misma forma  distribucion   mensajes    contienen   estan adecuadas  ejemplo message_  message_   sentido alguno",-1
"Objetos:  existe  interfaz   control  solo   actor  objeto  tal",-1
"Línea de tiempo :   comunicacion  cada    secuencias  basicamente   bien aplicado  diagrama  general",-1
"Mensajes:  mensajes   muestran si indican funcionalidad     sentido  ejemplo devolver tratamiento   comunicacion  mensajes   correcta",0
"Diseño:   correcto  nombre   diagrama",-1
"Objetos:   diagrama  secuencia   involucrado  objeto   interfaz  control",-1
"Línea de tiempo :   lineas  tiempo     nombre correcto solo   nombre  aparece  defecto   programa   hizo  diagrama   ejemplo message_  message_  lapso  tiempo tampoco  bien",-1
"Mensajes:   entienden  funcionalidades   comunicacion sincronica  asincronica estan   bien",-1
"Diseño:  nombre  diagrama  correcto  distribucion   objetos  presenta  igual   mensajes   activacion  ordenado",1
"Objetos:  coloca   objetos necesarios simplemente muestra  general  cada elemento hecho    correcto",-1
"Línea de tiempo :  activacion  presenta   objetos empleados  correcta  embargo   cuentan    objetos   puede analizar    correcto",0
"Mensajes:  presenta numeracion  comunicacion   correcta  funcionalidad   puede analizar    hace falta objetos",-1
"Diseño:  nombre  diagrama   indicado",1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo : contiene  correcta activacion   linea  tiempo",1
"Mensajes:  enumeracion   mensajes  ordenada",1
"Diseño: si cuenta   nombre  diagrama  secuencia",1
"Objetos:   objeto interfaz  control",-1
"Línea de tiempo :  actor    linea  tiempo   actor interactua directamente   objetos",-1
"Mensajes:  numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos",0
"Diseño:  diagrama contiene nombre  describe    va  modelar  distribucion  objetos  confusa asi mismo pasa   mensajes mantiene  orden adecuado   puede llegar  entender",0
"Objetos:  diagrama solo contiene actor  entidades   ningun control  interfaz involucrado  si       especificado       puede identificar correctamente",-1
"Línea de tiempo :  activacion   objetos  adecuada  linea  activacion  incompleta",0
"Mensajes:   numeracion   mensajes    orden especifico tan solo   navegacion hacia abajo  aplica comunicacion sincrona correctamente  mensajes indican funcionalidad   bastante confusos",-1
"Diseño:  nombre  diagrama   adecuado",1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion   objetos  correcta",1
"Mensajes:  enumeracion   mensajes  ordenada",1
"Diseño: existe  nombre  diagrama  existe distribucion   objetos interfaces  entidades involucradas",-1
"Objetos: falta interfaz   interaccion   objetos   entidad falta control   diagrama contiene  objetos involucrados   caso  uso",-1
"Línea de tiempo :  linea  tiempo  legible  activacion sigue  secuencia logica",1
"Mensajes: falta enumerar  mensajes  comunicacion  aplicada correctamente",0
"Diseño: si  especifica  nombre  diagrama  distribucion   objetos  correcta   activacion   ordenada   puede comprender",0
"Objetos:   puede identificar  objetos correctamente    especifican mediante  respectivo icono",-1
"Línea de tiempo :  activacion   ordenada  dificil comprender  fin  proceso",-1
"Mensajes:  mensajes  estan enumerados  comunicacion  totalmente incorrecta  mensajes  indican  buena funcionalidad",-1
"Diseño:  coloco  nombre  diagrama  distribucion   objetos separo diagnostico  tratamiento  vez  hacer  solo  mensajes  entendibles   activacion si  ordenada    identificable  simple vista",0
"Objetos:  representan   objetos correctamente   actor interfaz   control  entidad",1
"Línea de tiempo : referente   lapso  tiempo  cada objeto cumplen  activacion  momento  llamar  cada   entendible  simple vista",1
"Mensajes:  determina  numeracion  cada linea  tiempo  verifica  orden  encuentra  comunicacion sincronica correcta  mensajes   linea     identifican repetidos     parece correcto",0
"Diseño:  diagrama   nombre  distribucion   objetos mensajes  activacion   adecuada",-1
"Objetos:  objetos involucrados   identifican correctamente",-1
"Línea de tiempo :  activacion   objetos  correcta   lapso  tiempo",1
"Mensajes:  numeracion  ordenada  funcionalidad  adecuada",1
"Diseño:  existe  nombre  diagrama  si cuenta   distribucion   objetos mensajes   activacion  ordenada   permite   claro  comprender",0
"Objetos:  diagrama cuenta    objetos actor interfaz control entidad involucrados  identifican correctamente  existen  objetos   dificulta entender",0
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos",0
"Diseño:  nombre  diagrama    adecuada   distribucion   objetos  facil  entender",0
"Objetos:  objetos identificados   especifican correctamente",-1
"Línea de tiempo :  activacion  cada    objetos  correcta   lapso  tiempo  corresponde",1
"Mensajes:  enumeracion   mensajes  correcta   funcionalidad   comunicacion   bien estructuradas",0
"Diseño:  diagrama   nombre buena distribucion  objetos  mensajes",0
"Objetos:    objetos estan involucrados  objetos  interfaces  controles  estan demas",-1
"Línea de tiempo :  linea  tiempo  correcta existe estructura   llamadas",1
"Mensajes:  existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados",0
"Diseño:  cuenta   nombre especifico  diagrama   dificulta  comprension  mensajes  activacion estan incorrectos  dificultan  entendimiento   secuencia propuesta",-1
"Objetos:  actor  correcto   resto  objetos  pueden identificar  manera correcta aunque  interaccion    confusa",0
"Línea de tiempo :  activacion   lapso  tiempo  usa cada objeto  correctos",1
"Mensajes:  mensajes  igual   diseno  encuentran confusos  dificultan  comprension debido    procesos estan detallados  interacciones   concuerdan   requerimientos   diagrama  casos  uso",-1
"Diseño:   nombre  diagrama  secuencia  distribucion   correcta",0
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  numeracion   mensajes   correcta  comunicacion   correcta faltan  funcionalidades",0
"Diseño:  contiene nombre  diagrama  distribucion   objetos  comprende claramente",0
"Objetos:   objetos  identifican  claridad",1
"Línea de tiempo :  activacion  cada    objetos  correcta   tiempo  activacion adecuado",1
"Mensajes:  numeracion   mensajes  correcta  comunicacion sincronica  correcta  funcionalidad mostrada   adecuada",1
"Diseño:  diagrama  secuencia    nombre especifico  controles  hace  manera desordenada  existen respuestas   controles  agregan secuencias  cosas  supone debe hacer  medico  forma explicita",-1
"Objetos:  objetos  faciles  identificar  existen  controles  interfaces  hace   dificil entender  diagrama",0
"Línea de tiempo :  activacion  cada  objeto   correcta   lapso  tiempo",-1
"Mensajes:  uso   mensajes  hace unicamente   parte final mostrando  diagnostico primeramente emitido   final muestra   tratamiento",0
"Diseño:  diseno  inadecuada",-1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion  inadecuada",-1
"Mensajes:  numeracion   mensajes  ordenada ademas  comunicacion sincronica  asincronica  correcta  ciertos mensajes  indican  funcionalidad correcta   requerimientos descritos",0
"Diseño:  diseno  inadecuada",-1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo : revisar  lineas  tiempo     control  entidad  mantiene   misma linea  tiempo haciendo ",0
"Mensajes:  numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos",1
"Diseño:  diagrama   nombre  distribucion  objetos  bien hecha   ordenada",0
"Objetos:   bien definido  actor  interfaz  funciones   demasiados objetos  pudieron tener menos  cumplir  misma funcion",0
"Línea de tiempo : cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo",1
"Mensajes:   numeracion  comunicacion  sincronica  asincronica estan bien estan ejecutadas correctamente  mensajes definen bien  funcionalidades",1
"Diseño:   entiende   proceso pertenece  hace renombrar  nombres",-1
"Objetos:      objetos  interactuan   buena distribucion",1
"Línea de tiempo :  activacion   lapso  tiempo  usa cada objeto  correctos",1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño:  diagrama  nombre  distribucion  objetos  bien hecha   ordenada",1
"Objetos:   bien definido  actor  interfaz  funciones",1
"Línea de tiempo : cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo",1
"Mensajes:   numeracion  comunicacion  sincronica  asincronica estan bien estan ejecutadas correctamente  mensajes definen bien  funcionalidades",1
"Diseño:  diagrama   nombre  distribucion  objetos  bien hecha   ordenada",0
"Objetos:   bien definido  actor  interfaz  funciones",1
"Línea de tiempo : cada activacion  bien elaborada   ejecuta   correcto lapso  tiempo",1
"Mensajes:   numeracion  comunicacion  sincronica  asincronica estan parcialmente correcta  mensajes definen bien  funcionalidades",0
"Diseño:  distribucion  ciertos objetos  mensajes   ordenado",-1
"Objetos:  objetos  presentan   manera adecuada",1
"Línea de tiempo : ciertas activaciones   correctas   lapso  tiempo presentado",-1
"Mensajes:  enumeracion   mensajes  ordenada  comunicacion sincronica  asincronica  medianamente correcta  mensajes   registras reserva   control indican poca funcionalidad",0
"Diseño:  presenta nombre  diagrama  distribucion   objetos   activacion  medianamente adecuada",0
"Objetos:  objetos encontrados  identifican correctamente faltan objetos  demuestren funcionalidad",0
"Línea de tiempo :  activacion   objetos  semi funcional  activacion   correcta   objetos   lapso  tiempo",-1
"Mensajes:  numeracion   mensajes  ordenada  comunicacion   correcta  mensajes  indican  funcionalidad adecuada    retorno  mensajes adecuado   objetos",-1
"Diseño:  observa  diseno  si bien  claro   expresado dentro  diagrama    quiere expresar",-1
"Objetos:  especifica  actor  realiza  accion   caso asi   entidad  control",-1
"Línea de tiempo :  activacion   linea  tiempo   correcta    bien representada",-1
"Mensajes:  comunicacion   caso  ve afectada  distorsionada debido   representacion incorrecta   linea  tiempo",-1
"Diseño:  nombre  diagrama   adecuado    escogido  proceso correcto  distribucion   objetos  confusa   toma dos controles   podria utilizar  solo  alargar  diagrama  activacion  confusa    muestra  orden  especifico",0
"Objetos:  actor  colocado correctamente  existen dos interfaz  control   vuelve  sistema   complicado  comprender  existe mas   entidad     estan involucrados correctamente",-1
"Línea de tiempo :  activacion  correcta   tiempo adecuado",1
"Mensajes:   numeracion   mensajes  comunicacion llega   final    casos  muestran  usuario     haciendo  funcionalidad  falta  puntos",-1
"Diseño:  nombre  diagrama  correcto   utiliza bien  herramienta       entiende  suficiente",0
"Objetos:  adecuado  cumple   objetivo   registrar reserva   define prioridad",0
"Línea de tiempo :  lineas  tiempo  adecuadas  modelo  sistema   pesimo diseno  deja  claro  funciones  procesos empiezan primero    siguen",0
"Mensajes:  mensajes  bastante adecuados    realizar  funciones  procesos cada etapa  notificadas",1
"Diseño:  nombre  diagrama  correcto pues muestra  accion   quiere representar   distribucion   carriles  encuentra correcta",1
"Objetos:  objetos  encuentran correctamente relacionados  si",1
"Línea de tiempo :  activacion  cada     objetos    forma correcta   lapso  tiempo establecido dificultando  entendimiento   procesos",-1
"Mensajes:  contienen numeracion  mensajes  mensajes  expresan  funcionalidad descrita   requerimientos",-1
"Diseño:  nombre  diagrama   adecuado",1
"Objetos:   objetos  identifican correctamente",1
"Línea de tiempo :  activacion   objetos  correcta",1
"Mensajes:  numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos",1
"Diseño:  nombre  diagrama  adecuado  facil  comprender  distribucion   componentes  correcta  funcional",1
"Objetos:  objetos  identifican adecuadamente",1
"Línea de tiempo : ciertas lineas  tiempo estan incorrectas",-1
"Mensajes:  numeracion  correcta   mensajes sincronico  asincronico estan correctos",1
"Diseño:  diagrama  secuencia    nombre  demas  encuentra correcto",0
"Objetos: actor interfaz control  objetos estan identificados correctamente",1
"Línea de tiempo :  linea  tiempo  acciones  correcta",1
"Mensajes:    numeracion correcta",-1
"Diseño:   nombre  diagrama mala distribucion   objetos",-1
"Objetos: faltan objetos  comprender  uso   mensajes asignados",-1
"Línea de tiempo :  activacion  cada  objeto   correcta   lapso  tiempo",-1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño:  diseno  inadecuada",-1
"Objetos: faltan objetos  control   entidad",-1
"Línea de tiempo :  activacion   objetos  adecuada  linea  activacion  incompleta",0
"Mensajes:  existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados",0
"Diseño:  existe  nombre  diagrama   numeracion   secuencias",-1
"Objetos:  objetos estan involucrados correctamente",1
"Línea de tiempo :  activacion  cada    objetos  correcto   tiempo  corresponde",1
"Mensajes:  existe numeracion   mensajes",-1
"Diseño: efectivamente  nombre  diagrama  correcto referente   distribucion  queda tan clara dividieron  proceso  dos registrar diagnostico asignar tratamiento",0
"Objetos: si cumple   distribucion   objetos asi mismo  interfaz  control   entidad   pudieron mejorar involucrando  actor paciente   diagrama   interactua   sistema",0
"Línea de tiempo :  acuerdo   linea  tiempo    parece   factible   momento  mostrar  formulario  salta     encuentro  sentido   cambio brusco   linea  tiempo pudieron jugar mas   actividades  realizaba  proceso haciendola mas entendible",-1
"Mensajes: si hablamos   enumeracion   mensajes  cumple   requisito  comunicaciones si cumplen encontrandole logica  diagrama  funcionalidades debieron especificar mas   hacia  proceso",-1
"Diseño:  nombre  diagrama    adecuado debido    estipulo  nombre predefinido   mismo  corresponda   solo proceso    dividido innecesariamente  dos diagramas",-1
"Objetos: debido   falencias arrastradas   principio  objetos  actores  estan correctamente definidos  deberian",-1
"Línea de tiempo :  linea  tiempo descrita  estipula correctamente  procesos realizados realiza procesos innecesarios",-1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño:  diagrama  secuencia hace  registro basico  formulario  especifica    quiere hacer   caso  registrar  diagnostico   asignar  tratamiento    idea preconcebida   secuencia  funcionamiento  diagrama",-1
"Objetos:   objetos  identifican facilmente solo   diagrama  falta detallar mas  proceso   pobre  interaccion",0
"Línea de tiempo : cada proceso reacciona   anterior segun  diagrama  cada accion    respuesta    precisamente    quiere",1
"Mensajes:  estan numerados  mensajes  comunicacion sincronica  incorrecta",-1
"Diseño: diseno dificil  comprender  distribucion   objetos  incorrecta",-1
"Objetos: faltan objetos importantes   proceso    control   entidad",-1
